SEARCH_DATE,HOTEL_ID,CHECK_IN_DATE,ELIGIBLE_IMPRESSIONS,IMPRESSIONS,TRANSITION_PAGE_OPENS,BOOKING_FORM_OPENS,BOOKINGS
2019-08-27,194130,2019-08-27,47,7,2,0,0
2019-09-10,126040,2019-09-10,49,34,9,1,0
2019-08-20,114637,2019-08-20,57,6,1,0,0
2019-07-14,307572,2019-07-14,6,4,1,0,0
2019-08-15,307604,2019-08-17,50,16,5,1,0
2019-08-31,310519,2019-08-31,31,9,2,0,0
2019-08-16,122420,2019-08-16,13,13,3,0,0
2019-08-18,478053,2019-08-18,16,4,1,0,0
2019-09-01,169131,2019-09-01,22,7,2,0,0
2019-07-21,718695,2019-07-22,4,1,0,0,0
2019-09-01,192371,2019-11-24,1,1,0,0,0
2019-07-29,222324,2019-07-29,68,5,1,0,0
2019-08-08,495519,2019-08-23,2,1,0,0,0
2019-07-07,769088,2019-07-15,4,1,0,0,0
2019-09-12,142263,2019-09-13,8,7,2,0,0
2019-07-04,116910,2019-07-26,33,12,2,0,0
2019-07-14,194747,2019-07-14,40,4,1,0,0
2019-07-21,240254,2019-07-21,171,14,4,0,0
2019-08-01,108831,2019-08-01,27,5,1,0,0
2019-09-01,697158,2019-09-01,19,6,2,0,0
2019-07-26,328140,2019-07-27,6,3,1,0,0
2019-09-02,263078,2019-09-02,24,8,2,0,0
2019-07-05,209804,2019-07-05,41,3,1,0,0
2019-07-20,400448,2019-07-20,108,13,2,0,0
2019-09-06,778213,2019-09-06,48,3,1,0,0
2019-08-18,209140,2019-08-18,7,2,0,0,0
2019-08-26,147594,2019-09-07,20,9,2,0,0
2019-08-08,240405,2019-08-08,19,3,1,0,0
2019-07-07,164092,2019-07-18,14,5,1,0,0
2019-07-26,470123,2019-07-26,40,1,0,0,0
2019-08-27,120649,2019-08-27,40,3,1,0,0
2019-07-18,148560,2019-07-18,24,7,2,0,0
2019-07-01,120243,2019-07-02,94,27,5,0,0
2019-08-17,427824,2019-08-17,36,9,1,0,0
2019-08-29,108210,2019-08-29,16,1,0,0,0
2019-09-02,225641,2019-09-02,61,15,4,0,0
2019-08-29,506782,2019-08-31,7,5,1,0,0
2019-08-23,588656,2019-08-28,1,1,0,0,0
2019-08-01,201488,2019-08-01,39,5,1,0,0
2019-08-25,149469,2019-08-25,51,0,0,0,0
2019-09-07,122506,2019-09-07,50,5,1,0,0
2019-07-05,309119,2019-07-13,5,2,0,0,0
2019-07-31,138594,2019-07-31,19,2,0,0,0
2019-08-01,112290,2019-09-06,1,1,0,0,0
2019-09-14,112778,2019-10-07,25,3,1,0,0
2019-07-31,124016,2019-08-01,3,1,0,0,0
2019-08-05,220727,2019-08-05,16,0,0,0,0
2019-07-19,146422,2019-07-19,48,7,2,0,0
2019-09-06,249631,2019-09-06,93,17,4,1,0
2019-07-20,499100,2019-07-21,4,2,0,0,0
2019-07-21,114222,2019-07-26,15,5,1,0,0
2019-08-30,735495,2019-08-30,113,25,7,1,0
2019-08-13,116622,2019-08-17,24,3,1,0,0
2019-07-14,449726,2019-07-14,36,4,1,0,0
2019-08-25,225079,2019-08-25,13,3,1,0,0
2019-07-21,105433,2019-07-23,3,1,0,0,0
2019-08-04,253633,2019-08-04,22,4,1,0,0
2019-08-26,109587,2019-08-26,13,3,1,0,0
2019-08-08,105403,2019-08-09,126,17,3,0,0
2019-09-11,151984,2019-09-13,10,2,1,0,0
2019-07-12,133204,2019-07-12,16,4,1,0,0
2019-09-01,164826,2019-09-03,1,1,0,0,0
2019-09-10,134995,2019-09-10,6,1,0,0,0
2019-07-04,194975,2019-07-08,63,23,6,1,0
2019-07-01,465479,2019-07-02,2,1,0,0,0
2019-08-14,136010,2019-08-14,185,24,6,1,0
2019-07-17,692243,2019-08-21,4,3,1,0,0
2019-08-09,201697,2019-08-09,54,12,2,0,0
2019-09-06,201854,2019-09-06,14,6,2,0,0
2019-07-05,234927,2019-07-05,54,10,2,0,0
2019-08-17,417594,2019-08-17,108,43,12,1,0
2019-07-25,114501,2019-07-26,12,5,1,0,0
2019-09-06,123502,2019-09-08,5,4,1,0,0
2019-08-24,204081,2019-08-25,7,0,0,0,0
2019-07-21,210531,2019-07-21,15,1,0,0,0
2019-07-07,268198,2019-07-07,56,5,1,0,0
2019-08-20,106786,2019-08-21,2,1,0,0,0
2019-07-11,335290,2019-07-12,44,13,3,0,0
2019-07-25,137955,2019-11-08,2,2,0,0,0
2019-07-09,173241,2019-09-02,3,2,0,0,0
2019-08-04,202632,2019-08-04,51,4,1,0,0
2019-08-24,344261,2019-09-01,2,0,0,0,0
2019-07-17,108650,2019-07-24,4,2,1,0,0
2019-07-30,209761,2019-07-31,6,5,1,0,0
2019-07-20,117934,2019-07-20,48,42,10,1,0
2019-07-09,233461,2019-07-10,11,6,2,0,0
2019-08-29,112388,2019-08-29,224,56,17,2,0
2019-07-14,193464,2019-07-14,94,7,1,0,0
2019-08-24,126567,2019-08-25,51,29,9,1,0
2019-07-02,109489,2019-07-02,154,26,7,1,0
2019-08-16,133786,2019-09-19,4,1,0,0,0
2019-09-09,550797,2019-09-09,2,1,0,0,0
2019-09-11,127510,2019-10-17,3,3,1,0,0
2019-08-25,750934,2019-08-31,19,7,1,0,0
2019-09-12,121688,2019-09-15,9,2,1,0,0
2019-08-15,185737,2019-08-15,58,5,1,0,0
2019-07-21,313568,2019-07-21,10,2,1,0,0
2019-07-11,201529,2019-07-11,30,7,1,0,0
2019-07-31,244885,2019-07-31,188,31,7,1,0
2019-08-17,163897,2019-09-03,1,0,0,0,0
2019-07-24,352356,2019-07-24,72,11,2,0,0
2019-07-21,106062,2019-07-22,78,21,5,1,0
2019-08-08,130704,2019-08-08,26,6,1,0,0
2019-08-16,112873,2019-08-16,149,53,11,2,0
2019-08-06,311299,2019-08-08,782,11,3,1,0
2019-07-30,139307,2019-07-30,43,2,0,0,0
2019-07-03,192829,2019-07-04,11,4,1,0,0
2019-07-11,308956,2019-07-11,11,2,0,0,0
2019-07-01,421344,2019-07-01,54,10,2,0,0
2019-07-25,112138,2019-07-25,72,3,1,0,0
2019-07-15,128394,2019-07-16,1,1,0,0,0
2019-08-06,266973,2019-08-06,24,5,1,0,0
2019-08-20,163446,2019-08-27,13,7,2,0,0
2019-08-09,138101,2019-08-09,34,4,1,0,0
2019-07-06,273683,2019-07-06,157,19,3,0,0
2019-07-18,271898,2019-07-18,7,2,0,0,0
2019-08-27,149704,2019-08-27,13,1,0,0,0
2019-07-03,561413,2019-07-03,917,37,11,1,0
2019-07-30,109361,2019-09-05,7,1,0,0,0
2019-08-09,312033,2019-08-28,8,8,2,0,0
2019-08-29,132553,2019-08-29,24,5,1,0,0
2019-07-07,227321,2019-07-10,10,4,1,0,0
2019-07-24,209354,2019-09-07,4,3,1,0,0
2019-07-20,199051,2019-07-20,135,113,33,6,0
2019-07-31,117777,2019-08-31,1,1,0,0,0
2019-07-20,151455,2019-07-20,42,7,2,0,0
2019-08-14,455898,2019-08-16,21,6,1,0,0
2019-07-04,120467,2019-07-05,7,1,0,0,0
2019-08-08,264577,2019-08-09,61,28,7,1,0
2019-08-21,236248,2019-08-22,5,4,1,0,0
2019-07-03,271170,2019-07-03,30,4,1,0,0
2019-09-06,112931,2019-09-06,300,76,22,1,0
2019-08-02,204544,2019-08-03,8,2,1,0,0
2019-09-14,478331,2019-09-14,16,7,1,0,0
2019-08-22,457226,2019-08-22,16,3,1,0,0
2019-08-15,105708,2019-08-15,121,14,4,0,0
2019-08-15,131954,2019-08-15,162,26,7,1,0
2019-07-05,105305,2019-07-06,60,19,3,0,0
2019-08-31,212031,2019-08-31,78,25,6,1,0
2019-07-21,119406,2019-07-21,6,1,0,0,0
2019-07-20,218709,2019-07-20,23,15,3,0,0
2019-09-06,132181,2019-09-07,10,2,0,0,0
2019-08-24,117546,2019-08-24,32,6,1,0,0
2019-07-23,107836,2019-07-23,83,5,1,0,0
2019-07-31,128761,2019-07-31,55,2,0,0,0
2019-09-09,275839,2019-09-09,20,4,1,0,0
2019-08-11,262036,2019-08-11,45,4,1,0,0
2019-08-03,233404,2019-08-03,39,7,1,0,0
2019-07-24,122212,2019-07-26,2910,139,25,3,0
2019-07-17,470309,2019-07-19,2,0,0,0,0
2019-09-12,248471,2019-09-28,15,5,1,0,0
2019-08-05,129814,2019-08-10,19,5,1,0,0
2019-08-08,108262,2019-09-05,2,1,0,0,0
2019-07-19,114522,2019-07-19,105,10,2,0,0
2019-08-10,194331,2019-08-11,39,8,2,0,0
2019-08-19,120144,2019-08-20,75,8,2,0,0
2019-09-07,803432,2019-09-08,4,1,0,0,0
2019-08-29,181346,2019-08-30,3,2,1,0,0
2019-07-15,121943,2019-10-19,1,1,0,0,0
2019-08-15,183799,2019-08-15,23,4,1,0,0
2019-09-09,361914,2019-09-09,7,1,0,0,0
2019-09-13,211224,2019-09-13,37,43,9,2,0
2019-08-08,257647,2019-08-10,2,1,0,0,0
2019-09-04,313241,2019-09-04,30,4,1,0,0
2019-08-19,120972,2019-08-19,55,14,4,1,0
2019-07-21,143087,2019-07-21,60,10,2,0,0
2019-07-13,778213,2019-07-13,64,4,1,0,0
2019-08-03,238278,2019-08-03,87,8,1,0,0
2019-09-02,115771,2019-09-02,91,10,2,0,0
2019-07-31,122633,2019-08-05,8,6,1,0,0
2019-08-13,592998,2019-08-16,7,6,2,0,0
2019-07-23,107907,2019-07-23,41,4,1,0,0
2019-09-01,248143,2019-09-11,6,6,1,0,0
2019-09-02,206461,2019-09-02,142,31,8,1,0
2019-08-03,337679,2019-08-03,40,36,7,1,0
2019-08-11,707348,2019-08-11,15,2,1,0,0
2019-07-02,109489,2019-07-03,30,13,4,1,0
2019-08-15,171507,2019-08-31,1,1,0,0,0
2019-08-17,163406,2019-08-17,37,12,3,0,0
2019-08-16,150594,2019-08-16,209,58,12,2,0
2019-07-02,105799,2019-07-03,11,4,1,0,0
2019-08-17,151537,2019-08-17,15,3,1,0,0
2019-07-17,176321,2019-07-17,29,3,1,0,0
2019-08-20,115585,2019-08-20,28,26,7,1,0
2019-07-27,192562,2019-07-27,214,15,3,0,0
2019-08-07,367805,2019-08-09,107,7,2,0,0
2019-07-12,422182,2019-07-12,72,71,11,2,0
2019-07-26,193433,2019-07-26,61,17,3,0,0
2019-09-13,149755,2019-09-13,21,4,1,0,0
2019-07-13,138297,2019-07-13,120,17,3,0,0
2019-08-24,138087,2019-08-24,41,8,2,0,0
2019-08-24,118052,2019-08-24,59,14,2,0,0
2019-07-07,126091,2019-07-09,5,2,0,0,0
2019-09-14,117239,2019-09-14,32,16,3,1,0
2019-08-16,1053578,2019-08-17,15,4,1,0,0
2019-07-27,109362,2019-09-14,2,1,0,0,0
2019-09-14,112915,2019-09-14,1002,85,19,1,0
2019-08-09,108650,2019-08-09,351,42,10,2,0
2019-08-29,142955,2019-08-29,18,5,1,0,0
2019-07-24,150764,2019-07-24,59,5,1,0,0
2019-08-03,163141,2019-08-03,226,21,5,1,0
2019-08-24,129468,2019-09-01,60,8,2,0,0
2019-08-13,216556,2019-08-18,1,1,0,0,0
2019-08-02,183868,2019-08-02,162,17,3,0,0
2019-08-05,105687,2019-08-08,69,4,1,0,0
2019-07-03,107202,2019-07-04,18,1,0,0,0
2019-07-01,400521,2019-07-02,13,3,1,0,0
2019-08-29,125675,2019-08-30,17,5,1,0,0
2019-07-22,260385,2019-07-23,2,1,0,0,0
2019-09-12,193634,2019-09-12,21,8,1,0,0
2019-07-17,141868,2019-07-17,33,14,4,0,0
2019-08-28,321396,2019-08-28,38,6,1,0,0
2019-09-02,120243,2019-09-06,15,5,1,0,0
2019-07-29,252514,2019-07-29,32,2,0,0,0
2019-08-11,461025,2019-08-11,26,3,1,0,0
2019-08-23,126485,2019-08-26,1,1,0,0,0
2019-08-17,205766,2019-08-17,38,7,2,0,0
2019-09-08,134779,2019-09-17,8,1,0,0,0
2019-07-02,111558,2019-07-04,48,2,0,0,0
2019-08-29,169966,2019-08-29,56,9,2,0,0
2019-09-13,115595,2019-09-21,4,2,0,0,0
2019-07-18,130270,2019-07-18,52,7,1,0,0
2019-08-08,191104,2019-08-08,19,1,0,0,0
2019-08-05,148557,2019-08-07,3,0,0,0,0
2019-08-28,209354,2019-08-30,10,7,1,0,0
2019-07-11,160523,2019-07-11,8,4,1,0,0
2019-09-10,327260,2019-09-10,16,17,4,0,0
2019-07-30,264782,2019-08-01,142,11,3,0,0
2019-07-19,138130,2019-07-19,55,6,1,0,0
2019-08-31,107238,2019-09-06,4,4,1,0,0
2019-08-11,138098,2019-08-11,89,21,6,1,0
2019-07-17,462331,2019-07-17,38,8,2,0,0
2019-08-18,132413,2019-08-18,29,9,2,0,0
2019-08-24,191009,2019-08-24,47,7,2,0,0
2019-08-05,107106,2019-10-09,4,4,1,0,0
2019-08-03,111242,2019-09-13,2,1,0,0,0
2019-07-06,275775,2019-07-06,162,31,6,1,0
2019-09-07,108261,2019-09-07,88,11,2,0,0
2019-09-09,223584,2019-09-09,57,17,4,1,0
2019-09-13,575887,2019-09-21,2,1,0,0,0
2019-09-05,138386,2019-09-05,17,4,1,0,0
2019-09-03,142596,2019-09-03,11,3,1,0,0
2019-09-06,112901,2019-09-08,5,3,1,0,0
2019-08-01,702066,2019-08-01,46,7,2,0,0
2019-08-07,495605,2019-08-07,5,1,0,0,0
2019-07-16,194817,2019-07-17,7,2,0,0,0
2019-08-04,134976,2019-08-04,112,16,4,1,0
2019-07-30,114635,2019-07-30,204,3,1,0,0
2019-07-24,311587,2019-07-27,4,3,1,0,0
2019-08-30,417950,2019-09-30,6,1,0,0,0
2019-09-01,152336,2019-09-01,46,13,3,0,0
2019-09-06,313980,2019-09-06,27,6,1,0,0
2019-07-23,117843,2019-07-23,29,1,0,0,0
2019-08-29,133946,2019-08-29,108,24,4,1,0
2019-07-31,484378,2019-08-03,2,1,0,0,0
2019-09-08,111442,2019-09-10,2,2,1,0,0
2019-07-19,278893,2019-07-19,44,8,2,0,0
2019-07-10,129277,2019-07-12,43,7,2,0,0
2019-07-18,324976,2019-07-18,21,4,1,0,0
2019-08-01,162031,2019-08-01,61,11,2,0,0
2019-09-13,138285,2019-09-13,75,23,5,1,0
2019-07-27,128398,2019-07-27,41,15,3,0,0
2019-08-28,134982,2019-08-30,3,1,0,0,0
2019-09-11,211150,2019-09-11,65,13,3,1,0
2019-08-11,744841,2019-08-11,17,4,1,0,0
2019-07-05,270222,2019-07-06,5,1,0,0,0
2019-09-11,113294,2019-11-10,5,1,0,0,0
2019-08-18,200655,2019-08-18,17,3,1,0,0
2019-07-01,264594,2019-07-12,5,2,0,0,0
2019-07-12,147193,2019-07-12,54,12,3,0,0
2019-09-09,275343,2019-09-21,1,1,0,0,0
2019-07-11,204580,2019-07-13,12,2,1,0,0
2019-07-01,106993,2019-07-01,28,2,1,0,0
2019-09-03,192829,2019-09-03,31,7,1,0,0
2019-08-31,409380,2019-08-31,38,42,10,2,0
2019-07-07,119599,2019-07-07,43,7,2,0,0
2019-07-08,455132,2019-07-10,1,1,0,0,0
2019-09-01,115210,2019-09-02,15,6,2,0,0
2019-07-15,465733,2019-07-27,1,1,0,0,0
2019-09-13,191036,2019-09-13,36,9,2,0,0
2019-08-31,769503,2019-09-06,10,3,0,0,0
2019-09-07,142263,2019-09-07,64,17,5,0,0
2019-08-30,123447,2019-11-24,4,3,1,0,0
2019-09-09,107326,2019-11-16,2,1,0,0,0
2019-08-18,127179,2019-09-05,2,1,0,0,0
2019-09-05,210851,2019-09-17,3,1,0,0,0
2019-08-24,126011,2019-08-24,34,37,7,1,0
2019-09-01,340114,2019-09-01,38,2,0,0,0
2019-07-19,443488,2019-07-20,8,2,0,0,0
2019-08-04,153459,2019-08-04,85,7,2,0,0
2019-08-23,709184,2019-08-23,24,2,0,0,0
2019-07-07,126894,2019-07-15,5,5,1,0,0
2019-09-09,130781,2019-09-09,92,33,6,0,0
2019-08-22,107901,2019-08-23,22,6,1,0,0
2019-09-13,211173,2019-09-13,12,10,2,0,0
2019-08-28,164844,2019-08-28,79,20,4,0,0
2019-09-07,105860,2019-10-10,3,2,0,0,0
2019-08-22,118583,2019-08-22,1569,165,38,3,0
2019-08-10,202197,2019-08-11,10,3,1,0,0
2019-07-09,114822,2019-08-01,3,0,0,0,0
2019-08-13,107567,2019-08-14,19,4,1,0,0
2019-08-29,192656,2019-08-29,49,5,1,0,0
2019-07-18,324462,2019-07-20,1,1,0,0,0
2019-09-06,117354,2019-09-06,523,87,22,4,0
2019-07-21,171630,2019-07-21,95,15,3,0,0
2019-09-06,142468,2019-09-06,26,2,1,0,0
2019-08-27,122043,2019-09-01,107,14,3,0,0
2019-08-17,116228,2019-08-17,114,13,3,0,0
2019-09-02,136652,2019-09-02,79,17,4,0,0
2019-07-06,134786,2019-07-06,68,13,3,0,0
2019-07-10,125729,2019-07-10,194,2,0,0,0
2019-08-09,515831,2019-08-09,11,3,1,0,0
2019-07-11,116877,2019-07-11,128,45,11,1,0
2019-08-22,260296,2019-08-22,11,2,0,0,0
2019-07-15,118748,2019-07-15,17,1,0,0,0
2019-08-08,119972,2019-09-12,3,2,1,0,0
2019-08-27,494003,2019-09-11,2,1,0,0,0
2019-08-31,254375,2019-09-01,34,2,0,0,0
2019-07-31,121330,2019-08-11,1,1,0,0,0
2019-09-13,202120,2019-09-13,16,4,1,0,0
2019-08-31,107731,2019-09-01,8,3,1,0,0
2019-08-29,205596,2019-08-29,71,9,2,0,0
2019-08-02,206990,2019-08-03,14,1,0,0,0
2019-09-04,134603,2019-09-06,23,10,3,0,0
2019-07-26,123423,2019-07-26,173,48,9,1,0
2019-09-04,266168,2019-09-04,31,6,2,0,0
2019-09-06,234373,2019-09-07,14,5,1,0,0
2019-09-05,129669,2019-09-07,18,5,1,0,0
2019-08-02,151856,2019-08-02,737,49,8,1,0
2019-07-06,163443,2019-08-02,37,24,7,1,0
2019-08-14,116699,2019-08-17,6,6,2,0,0
2019-07-26,138098,2019-08-22,1,1,0,0,0
2019-09-01,170096,2019-09-01,43,5,1,0,0
2019-07-21,115838,2019-07-21,196,13,2,0,0
2019-08-19,116353,2019-08-19,42,4,1,0,0
2019-08-22,164813,2019-08-22,36,6,1,0,0
2019-08-18,132074,2019-08-18,77,14,2,0,0
2019-07-02,132532,2019-07-06,8,8,1,0,0
2019-07-15,128415,2019-07-15,28,5,1,0,0
2019-07-25,236293,2019-07-26,3,2,0,0,0
2019-08-04,116300,2019-08-04,98,9,2,0,0
2019-07-27,119080,2019-07-27,163,60,16,3,0
2019-09-07,209004,2019-09-07,15,3,1,0,0
2019-08-02,231687,2019-08-03,13,3,0,0,0
2019-08-02,117660,2019-08-03,2,0,0,0,0
2019-08-16,202453,2019-08-18,2,1,0,0,0
2019-07-07,112915,2019-07-08,142,35,8,1,0
2019-07-22,169156,2019-07-24,3,2,0,0,0
2019-07-12,171282,2019-07-12,16,4,1,0,0
2019-07-08,134710,2019-07-26,4,3,1,0,0
2019-07-15,200080,2019-07-20,37,34,9,1,0
2019-08-22,224118,2019-09-16,7,7,2,0,0
2019-09-04,307912,2019-09-04,48,5,1,0,0
2019-09-06,325108,2019-09-06,33,12,2,0,0
2019-07-04,1009295,2019-07-12,9,5,1,0,0
2019-09-04,190077,2019-09-17,2,1,0,0,0
2019-07-30,807453,2019-08-03,21,16,3,0,0
2019-09-05,151921,2019-09-05,23,4,1,0,0
2019-08-28,133786,2019-08-31,114,77,20,3,0
2019-07-21,107789,2019-07-21,57,8,2,0,0
2019-08-28,106062,2019-08-30,90,38,9,1,0
2019-08-05,507588,2019-08-06,4,3,1,0,0
2019-09-15,227797,2019-09-20,2,2,0,0,0
2019-08-13,131634,2019-08-15,10,1,0,0,0
2019-07-19,371608,2019-07-19,80,4,1,0,0
2019-07-27,122337,2019-08-09,25,13,2,0,0
2019-09-03,113149,2019-09-03,455,54,13,2,0
2019-07-14,108565,2019-07-14,61,5,1,0,0
2019-07-13,254559,2019-07-13,9,1,0,0,0
2019-07-15,194975,2019-07-27,11,6,1,0,0
2019-08-29,1630576,2019-08-30,9,1,0,0,0
2019-08-19,169996,2019-08-19,134,28,7,1,0
2019-08-02,160659,2019-08-03,32,23,5,1,0
2019-07-12,153472,2019-07-13,56,9,2,0,0
2019-07-06,258856,2019-07-14,2,1,0,0,0
2019-08-05,313568,2019-08-05,20,1,0,0,0
2019-08-13,197466,2019-08-15,80,14,4,1,0
2019-09-07,129710,2019-09-07,235,81,14,2,0
2019-07-19,123931,2019-07-19,29,1,0,0,0
2019-08-16,214252,2019-08-16,32,3,1,0,0
2019-07-27,209268,2019-07-28,15,8,1,0,0
2019-08-24,120457,2019-08-24,80,11,3,0,0
2019-07-31,112927,2019-08-01,41,8,2,0,0
2019-08-04,115602,2019-08-16,9,2,0,0,0
2019-07-20,266128,2019-07-20,125,26,6,1,0
2019-09-13,208973,2019-09-14,4,1,0,0,0
2019-07-02,112998,2019-07-06,10,8,2,0,0
2019-08-09,118583,2019-08-11,157,29,6,1,0
2019-08-19,109503,2019-08-20,26,9,2,0,0
2019-08-17,109030,2019-08-17,94,16,4,0,0
2019-09-07,138235,2019-09-07,58,31,5,1,0
2019-07-16,124382,2019-08-02,2,0,0,0,0
2019-08-22,107302,2019-08-22,45,13,3,0,0
2019-09-14,308972,2019-09-18,3,2,1,0,0
2019-07-31,131721,2019-08-01,6,2,0,0,0
2019-08-10,133960,2019-08-14,1,1,0,0,0
2019-08-22,123110,2019-08-23,3,1,0,0,0
2019-08-09,643642,2019-08-10,13,2,0,0,0
2019-09-07,248837,2019-10-24,2,2,1,0,0
2019-09-06,139402,2019-09-08,65,26,7,1,0
2019-07-15,113294,2019-08-16,8,5,1,0,0
2019-08-29,528972,2019-08-30,10,2,0,0,0
2019-07-21,174253,2019-07-24,5,2,0,0,0
2019-09-01,134556,2019-09-02,434,4,1,0,0
2019-07-02,565049,2019-07-02,55,6,1,0,0
2019-09-09,111462,2019-10-02,8,4,1,0,0
2019-07-12,112388,2019-10-11,4,2,0,0,0
2019-07-06,204203,2019-07-06,33,2,0,0,0
2019-08-12,109444,2019-08-26,8,5,1,0,0
2019-07-20,693293,2019-07-20,110,6,1,0,0
2019-07-18,109281,2019-07-18,510,42,11,1,0
2019-08-15,107128,2019-08-15,612,54,8,1,0
2019-07-21,196356,2019-07-21,87,10,2,0,0
2019-07-26,105738,2019-08-07,6,6,2,0,0
2019-09-07,213787,2019-09-07,48,17,4,1,0
2019-08-01,216352,2019-08-01,191,15,3,0,0
2019-07-05,130413,2019-07-06,3,2,1,0,0
2019-09-01,307904,2019-09-03,7,5,1,0,0
2019-08-28,227916,2019-08-28,13,3,1,0,0
2019-07-27,190703,2019-07-27,49,8,2,0,0
2019-09-11,215045,2019-09-11,27,4,1,0,0
2019-09-12,126552,2019-09-12,8,1,0,0,0
2019-08-08,115100,2019-08-09,195,73,15,3,0
2019-09-14,107939,2019-09-15,5,1,0,0,0
2019-09-14,225510,2019-09-15,5,1,0,0,0
2019-09-14,202118,2019-09-14,28,4,1,0,0
2019-07-06,153514,2019-07-06,122,16,3,0,0
2019-07-06,135342,2019-07-06,95,31,7,1,0
2019-08-30,426055,2019-08-30,25,3,1,0,0
2019-08-16,633346,2019-08-23,16,5,1,0,0
2019-08-13,140437,2019-08-22,1,1,0,0,0
2019-07-04,373194,2019-07-04,36,5,1,0,0
2019-08-15,906963,2019-08-15,84,9,2,0,0
2019-09-03,174220,2019-09-03,47,14,3,0,0
2019-07-29,109836,2019-07-29,31,6,1,0,0
2019-07-22,191618,2019-07-24,2,2,0,0,0
2019-08-16,163264,2019-08-16,36,1,0,0,0
2019-09-09,162037,2019-09-09,34,4,1,0,0
2019-09-15,201400,2019-09-15,35,11,2,0,0
2019-08-08,232810,2019-10-05,1,1,0,0,0
2019-07-05,143000,2019-07-08,6,6,1,0,0
2019-08-28,208774,2019-09-03,4,3,1,0,0
2019-08-22,110389,2019-08-22,63,11,2,0,0
2019-08-02,112688,2019-08-02,87,5,1,0,0
2019-07-17,107028,2019-08-03,3,3,1,0,0
2019-07-16,192829,2019-07-16,23,2,0,0,0
2019-08-08,544630,2019-08-10,15,2,0,0,0
2019-07-14,669604,2019-07-16,4,2,1,0,0
2019-09-14,129573,2019-09-14,80,7,2,0,0
2019-09-08,407191,2019-09-08,24,6,1,0,0
2019-08-28,572368,2019-08-31,20,7,2,0,0
2019-09-05,123343,2019-09-05,12,1,0,0,0
2019-08-26,1625901,2019-08-26,88,21,4,0,0
2019-08-08,115624,2019-08-08,245,75,17,2,0
2019-07-31,535972,2019-07-31,21,2,0,0,0
2019-09-03,313944,2019-09-03,57,13,4,1,0
2019-09-14,110009,2019-09-15,6,1,0,0,0
2019-09-06,163211,2019-09-06,236,82,18,3,0
2019-09-08,106643,2019-09-08,21,6,2,0,0
2019-09-07,150742,2019-09-07,81,19,6,1,0
2019-07-15,193464,2019-07-15,69,11,2,0,0
2019-07-03,195857,2019-07-03,4,0,0,0,0
2019-07-02,178086,2019-07-02,36,5,1,0,0
2019-08-20,107996,2019-08-20,111,32,6,1,0
2019-07-30,264619,2019-07-31,93,26,4,0,0
2019-07-20,148821,2019-07-21,6,5,1,0,0
2019-07-15,109496,2019-07-16,32,5,1,0,0
2019-07-17,226336,2019-07-19,4,2,0,0,0
2019-08-19,203799,2019-08-25,9,2,0,0,0
2019-09-14,212853,2019-09-14,70,16,3,0,0
2019-09-13,312033,2019-09-13,100,35,10,1,0
2019-07-24,137941,2019-07-26,10,2,1,0,0
2019-08-02,109222,2019-08-02,44,5,1,0,0
2019-07-20,107868,2019-07-20,89,9,2,0,0
2019-07-15,221843,2019-07-16,4,1,0,0,0
2019-08-22,204254,2019-08-22,43,3,1,0,0
2019-09-06,115638,2019-11-02,12,9,2,0,0
2019-09-01,106507,2019-09-01,72,13,3,0,0
2019-07-18,106657,2019-07-18,102,12,3,0,0
2019-09-02,697009,2019-09-03,8,2,0,0,0
2019-08-08,109622,2019-08-09,34,9,3,0,0
2019-09-05,194821,2019-09-08,3,1,0,0,0
2019-07-13,142029,2019-07-13,64,9,2,0,0
2019-07-01,445566,2019-07-01,36,0,0,0,0
2019-07-01,241622,2019-07-02,1,1,0,0,0
2019-08-17,120101,2019-08-17,17,2,0,0,0
2019-09-12,150055,2019-09-12,16,2,0,0,0
2019-08-02,108193,2019-08-03,16,5,1,0,0
2019-07-07,119532,2019-07-23,3,2,0,0,0
2019-09-01,126019,2019-09-01,41,8,2,0,0
2019-07-16,202349,2019-07-16,110,11,3,1,0
2019-08-29,108313,2019-08-29,25,10,2,0,0
2019-09-11,273409,2019-09-14,5,1,0,0,0
2019-07-19,134931,2019-07-19,70,9,2,0,0
2019-07-24,203670,2019-07-25,4,1,0,0,0
2019-09-04,684427,2019-09-05,2,1,0,0,0
2019-07-13,499061,2019-07-13,15,3,1,0,0
2019-09-10,457082,2019-09-12,182,39,7,1,0
2019-07-19,207414,2019-07-19,90,6,2,0,0
2019-07-03,120125,2019-07-03,114,108,20,3,0
2019-08-25,422006,2019-08-25,27,26,8,0,0
2019-09-08,203389,2019-10-21,4,2,0,0,0
2019-07-28,105640,2019-07-28,88,7,1,0,0
2019-08-12,127575,2019-08-12,37,3,1,0,0
2019-07-17,217088,2019-08-15,4,1,0,0,0
2019-07-06,133870,2019-07-06,78,6,2,0,0
2019-07-17,130262,2019-07-17,93,23,7,1,0
2019-08-18,109364,2019-09-09,2,0,0,0,0
2019-08-19,538213,2019-08-19,5,8,2,0,0
2019-08-02,107824,2019-08-02,104,13,2,0,0
2019-08-29,427011,2019-08-30,8,5,1,0,0
2019-09-03,219078,2019-10-04,8,5,1,0,0
2019-08-01,122507,2019-08-03,11,6,1,0,0
2019-07-11,173632,2019-07-11,11,1,0,0,0
